3507	3963	3635
3963	3635	3891
3635	3891	4168
3891	4168	3989
4168	3989	4176
3989	4176	4071
4176	4071	4465
4071	4465	4634
4465	4634	4823
4634	4823	4494
4823	4494	3874
4494	3874	3509
3874	3509	4002
3509	4002	4284
4002	4284	4174
4284	4174	4317
4174	4317	4007
4317	4007	3992
4007	3992	3622
3992	3622	4056
3622	4056	4538
4056	4538	4850
4538	4850	4094
4850	4094	4294
4094	4294	4497
4294	4497	3267
4497	3267	3906
3267	3906	4127
3906	4127	4411
4127	4411	4301
4411	4301	4301
4301	4301	4105
4301	4105	3373
4105	3373	3602
3373	3602	4267
3602	4267	4432
4267	4432	4369
4432	4369	4070
4369	4070	3732
4070	3732	3222
3732	3222	3520
3222	3520	4029
3520	4029	3565
4029	3565	2897
3565	2897	3143
2897	3143	2696
3143	2696	2618
2696	2618	2973
2618	2973	3356
2973	3356	4065
3356	4065	3778
4065	3778	4262
3778	4262	3880
4262	3880	2853
3880	2853	3779
2853	3779	3770
3779	3770	4173
3770	4173	5444
4173	5444	5272
5444	5272	4106
5272	4106	3535
4106	3535	3807
3535	3807	4265
3807	4265	4798
4265	4798	4792
4798	4792	4998
4792	4998	4360
4998	4360	4442
4360	4442	4192
4442	4192	5534
4192	5534	4917
5534	4917	5828
4917	5828	5418
5828	5418	6267
5418	6267	4617
6267	4617	5092
4617	5092	5533
5092	5533	8369
5533	8369	5803
